name,nationality,date,style,new_filename,title
Claude Monet,French,0,Impressionism,39173.jpg,The Railway Bridge at Argenteuil
Claude Monet,French,1865,Impressionism,69894.jpg,The Pave de Chailly in the Fontainbleau Forest
Claude Monet,French,1872,Impressionism,31614.jpg,The Promenade at Argenteuil 02
Claude Monet,French,1872,Impressionism,4979.jpg,The Stream of Robec at Rouen
Claude Monet,French,1880,Impressionism,67903.jpg,Jerusalem Artichokes
Claude Monet,French,1875,Impressionism,50989.jpg,The Seine at Argenteuil
Claude Monet,French,1882,Impressionism,66167.jpg,Customs House
Claude Monet,French,1895,Impressionism,14300.jpg,"Paysage of Norway, the Blue Houses"
Claude Monet,French,1873,Impressionism,98999.jpg,The Seine at Asnieres
Claude Monet,French,1917,Impressionism,98687.jpg,Irises 3
Claude Monet,French,1884,Impressionism,69342.jpg,"The Arm of the Siene at Jeufosse, Afternoon"
Claude Monet,French,1872,Impressionism,9043.jpg,Argenteuil
Claude Monet,French,1879,Impressionism,96366.jpg,The Church at Vetheuil under Snow
Claude Monet,French,1874,Impressionism,13628.jpg,The Banks of the Seine at the Argenteuil Bridge
Claude Monet,French,1903,Impressionism,42577.jpg,"Charing Cross Bridge, The Thames"
Claude Monet,French,1897,Impressionism,76034.jpg,Morning on the Seine near Giverny
Claude Monet,French,1881,Impressionism,83859.jpg,Cliff at Grainval near Fecamp
Claude Monet,French,1882,Impressionism,95450.jpg,Alley near Pourville
Claude Monet,French,1907,Impressionism,26086.jpg,Water Lilies
Claude Monet,French,1874,Impressionism,35375.jpg,The Railway Bridge at Argenteuil
Claude Monet,French,1872,Impressionism,67780.jpg,The Promenade at Argenteuil
Claude Monet,French,1876,Impressionism,81927.jpg,In the Meadow
Claude Monet,French,1882,Impressionism,40135.jpg,The Church at Varengeville 02
Claude Monet,French,1865,Impressionism,54697.jpg,The Pave de Chailly
Claude Monet,French,1871,Impressionism,3374.jpg,"Meditation, Madame Monet Sitting on a Sofa"
Claude Monet,French,1876,Impressionism,24910.jpg,Camille with Green Parasol
Claude Monet,French,1874,Impressionism,15966.jpg,Boaters at Argenteuil
Claude Monet,French,1892,Impressionism,20707.jpg,"Rouen Cathedral, Study of the Portal"
Claude Monet,French,1903,Impressionism,34628.jpg,"Water Lilies, The Clouds"
Claude Monet,French,1885,Impressionism,99445.jpg,Houses at Falaise in the Fog
Claude Monet,French,1889,Impressionism,6994.jpg,The Grande Creuse by the Bridge at Vervy
Claude Monet,French,1893,Impressionism,84381.jpg,"Snow Effect, Giverny"
Claude Monet,French,1893,Impressionism,29232.jpg,"Ice, Lock Port Villez"
Claude Monet,French,1888,Impressionism,73232.jpg,The Gulf Juan at Antibes
Claude Monet,French,1888,Impressionism,18393.jpg,"Mediteranian Coast, Grey Day"
Claude Monet,French,1895,Impressionism,69243.jpg,Mount Kolsaas
Claude Monet,French,1883,Impressionism,102621.jpg,Receding Waves 
Claude Monet,French,1883,Impressionism,51374.jpg,Red azaleas in a Pot
Claude Monet,French,1890,Impressionism,59524.jpg,Meadow in Giverny
Claude Monet,French,1903,Impressionism,93162.jpg,"Waterloo Bridge, Sunlight Effect"
Claude Monet,French,1868,Impressionism,31787.jpg,Ice Floes on the Seine at Bougival
Claude Monet,French,1896,Impressionism,67934.jpg,Cliff at Petit Ailly
Claude Monet,French,1908,Impressionism,81526.jpg,Water Lilies
Claude Monet,French,1865,Impressionism,45620.jpg,Victor Jacquemont Holding a Parasol
Claude Monet,French,1882,Impressionism,11309.jpg,Portrait of Eugenie Graff (Madame Paul) 
Claude Monet,French,1897,Impressionism,100323.jpg,Morning on the Seine
Claude Monet,French,1873,Impressionism,4183.jpg,The Seine at Asnieres
Claude Monet,French,1871,Impressionism,55568.jpg,"Windmills at Haaldersbroek, Zaandam"
Claude Monet,French,1872,Impressionism,95722.jpg,Seine at Rouen
Claude Monet,French,1885,Impressionism,20869.jpg,"The Manneport, Reflections of Water"
Claude Monet,French,1896,Impressionism,99864.jpg,The Cote Sauvate
Claude Monet,French,1897,Impressionism,31545.jpg,Morning on the Seine at Giverny 02
Claude Monet,French,1886,Impressionism,56642.jpg,View on village of Giverny
Claude Monet,French,1905,Impressionism,49667.jpg,Water Lilies
Claude Monet,French,1869,Impressionism,103124.jpg,The Bridge at Bougival
Claude Monet,French,1878,Impressionism,54392.jpg,The Arm of the Seine
Claude Monet,French,1883,Impressionism,33924.jpg,The Towpath at Granval
Claude Monet,French,1908,Impressionism,90968.jpg,The Palazzo Ducale
Claude Monet,French,1870,Impressionism,88019.jpg,The Red Cape (Madame Monet) 
Claude Monet,French,1908,Impressionism,60031.jpg,Palazzo Dario 4
Claude Monet,French,1885,Impressionism,73227.jpg,Landscape at Port-Villez
Claude Monet,French,1880,Impressionism,15052.jpg,View over Vetheuil
Claude Monet,French,1902,Impressionism,102612.jpg,Charing Cross Bridge 02
Claude Monet,French,1887,Impressionism,37893.jpg,Path in the Fog
Claude Monet,French,1864,Impressionism,24717.jpg,Road to the Saint-Simeon Farm
Claude Monet,French,1880,Impressionism,99406.jpg,The Siene at Vetheuil
Claude Monet,French,1899,Impressionism,63361.jpg,Water Lilies
Claude Monet,French,1867,Impressionism,40024.jpg,"Wharf of Louvre, Paris"
Claude Monet,French,1867,Impressionism,66063.jpg,The Road to the Farm of Saint-Simeon
Claude Monet,French,1885,Impressionism,76503.jpg,The Banks of the Seine at Port-Villez
Claude Monet,French,1886,Impressionism,79711.jpg,Rocks at Belle-Ile
Claude Monet,French,1881,Impressionism,88854.jpg,The Sea Seen from the Cliffs of Fecamp
Claude Monet,French,1887,Impressionism,84273.jpg,Field of Yellow Irises at Giverny
Claude Monet,French,1901,Impressionism,40858.jpg,Waterloo Bridge
Claude Monet,French,1889,Impressionism,10665.jpg,The Old Tree at the Confluence
Claude Monet,French,0,Impressionism,14722.jpg,Houses at Argenteuil
Claude Monet,French,1882,Impressionism,20847.jpg,"Port of Dieppe, Evening"
Claude Monet,French,1919,Impressionism,81777.jpg,Water Lilies
Claude Monet,French,1899,Impressionism,54479.jpg,"Water Lilies, Pink"
Claude Monet,French,1882,Impressionism,34361.jpg,"The Seacoast of Pourville, Low Tide"
Claude Monet,French,1897,Impressionism,64214.jpg,Customs House at Varengaville
Claude Monet,French,1867,Impressionism,38438.jpg,The Road in front of Saint-Simeon Farm in Winter
Claude Monet,French,1882,Impressionism,74516.jpg,The Sunken Road in the Cliff at Varangeville
Claude Monet,French,1884,Impressionism,16166.jpg,"Bordighera, the House of Gardener"
Claude Monet,French,1878,Impressionism,73230.jpg,The Isle Grande-Jatte on the Siene
Claude Monet,French,1894,Impressionism,85678.jpg,"Rouen Cathedral, the Portal and the Tower d`Allban on the Sun"
Claude Monet,French,1865,Impressionism,12016.jpg,Cart on the Snow Covered Road with Saint-Simeon Farm
Claude Monet,French,0,Impressionism,26815.jpg,The Seine at Bougival in the Evening
Claude Monet,French,1870,Impressionism,79470.jpg,Entrance to the Port of Honfleur
Claude Monet,French,1882,Impressionism,15227.jpg,Dieppe
Claude Monet,French,1874,Impressionism,50448.jpg,"Zaandam, The Dike"
Claude Monet,French,1881,Impressionism,20822.jpg,The Garden Gate at Vetheuil
Claude Monet,French,1902,Impressionism,82579.jpg,Charing Cross Bridge
Claude Monet,French,1894,Impressionism,80214.jpg,"Rouen Cathedral, Sunlight Effect"
Claude Monet,French,1874,Impressionism,88905.jpg,Boulevard of Capucines
Claude Monet,French,1889,Impressionism,16948.jpg,Valley of the Creuse (Grey Day) 
Claude Monet,French,1894,Impressionism,76508.jpg,"Rouen Cathedral, The Portal and the Tour d'Albane at Dawn"
Claude Monet,French,1907,Impressionism,24731.jpg,Water Lilies
Rene Magritte,Belgian,1935,Surrealism,18372.jpg,The human condition
Rene Magritte,Belgian,1962,Surrealism,15168.jpg,Beautiful world
Rene Magritte,Belgian,1965,Surrealism,14634.jpg,The blank signature
Rene Magritte,Belgian,1947,Surrealism,4974.jpg,The Rights of Man
Rene Magritte,Belgian,1933,Surrealism,24323.jpg,The human condition
Rene Magritte,Belgian,1934,Surrealism,49469.jpg,The red model
Rene Magritte,Belgian,1947,Surrealism,52857.jpg,Philosophy in the bedroom
Rene Magritte,Belgian,1950,Surrealism,46338.jpg,Manet's Balcony
Rene Magritte,Belgian,1927,Surrealism,75579.jpg,The menaced assassin
Rene Magritte,Belgian,1927,Surrealism,95577.jpg,The beneficial promise
Rene Magritte,Belgian,1958,Surrealism,4315.jpg,The fountain of youth
Rene Magritte,Belgian,1964,Surrealism,74842.jpg,The land of miracles
Rene Magritte,Belgian,1955,Surrealism,19238.jpg,Banquet
Rene Magritte,Belgian,1960,Surrealism,95565.jpg,The anger of gods
Rene Magritte,Belgian,1954,Surrealism,34411.jpg,Invisible world
Rene Magritte,Belgian,1950,Surrealism,65932.jpg,The Labours of Alexander 
Rene Magritte,Belgian,1948,Surrealism,13400.jpg,Memory
Rene Magritte,Belgian,0,Surrealism,98718.jpg,The domain of Arnheim
Rene Magritte,Belgian,1938,Surrealism,70562.jpg,Time transfixed
Rene Magritte,Belgian,1964,Surrealism,91768.jpg,The Great War
Rene Magritte,Belgian,1935,Surrealism,13565.jpg,Rape 
Rene Magritte,Belgian,1926,Surrealism,42840.jpg,Checkmate
Rene Magritte,Belgian,1955,Surrealism,240.jpg,Where Euclide walked
Rene Magritte,Belgian,1951,Surrealism,61342.jpg,Almayer's folly
Rene Magritte,Belgian,1926,Surrealism,7727.jpg,The musings of the solitary walker
Rene Magritte,Belgian,1926,Surrealism,28856.jpg,The silver gap 
Rene Magritte,Belgian,1927,Surrealism,34001.jpg,Discovery
Rene Magritte,Belgian,1936,Surrealism,87675.jpg,Philosopher's lamp
Rene Magritte,Belgian,1962,Surrealism,80226.jpg,The domain of Arnheim
Rene Magritte,Belgian,1926,Surrealism,93402.jpg,Polar light
Rene Magritte,Belgian,1967,Surrealism,17896.jpg,The beautiful relations
Rene Magritte,Belgian,1967,Surrealism,20209.jpg,The blank page
Rene Magritte,Belgian,1936,Surrealism,82223.jpg,The revealing of the present
Rene Magritte,Belgian,1920,Cubism,84878.jpg,Landscape
Rene Magritte,Belgian,1924,Cubism,35739.jpg,Youth
Rene Magritte,Belgian,1950,Surrealism,40241.jpg,The art of conversation
Rene Magritte,Belgian,1956,Surrealism,70587.jpg,Sixteenth of September
Rene Magritte,Belgian,1945,Surrealism,97748.jpg,Black Magic
Rene Magritte,Belgian,1945,Surrealism,72717.jpg,Applied dialectics
Rene Magritte,Belgian,1966,Surrealism,15964.jpg,Every day
Rene Magritte,Belgian,1926,Surrealism,48836.jpg,The dawn of Cayenne
Rene Magritte,Belgian,1950,Surrealism,31927.jpg,Perspective: Madame Récamier de David
Rene Magritte,Belgian,1926,Surrealism,71591.jpg,The difficult crossing
Rene Magritte,Belgian,1927,Surrealism,30226.jpg,The secret player
Rene Magritte,Belgian,1953,Surrealism,26577.jpg,Golconda
Rene Magritte,Belgian,1965,Surrealism,59654.jpg,When the hour strikes 
Rene Magritte,Belgian,1948,Surrealism,42020.jpg,Delusions of grandeur
Rene Magritte,Belgian,1964,Surrealism,1268.jpg,The Great War
Rene Magritte,Belgian,1939,Surrealism,71066.jpg,The victory
Rene Magritte,Belgian,1940,Surrealism,35085.jpg,The Return
Rene Magritte,Belgian,1926,Surrealism,79302.jpg,Wreackage of the shadow
Rene Magritte,Belgian,1930,Surrealism,82421.jpg,On the threshold of liberty
Rene Magritte,Belgian,1927,Surrealism,93623.jpg,The forest
Rene Magritte,Belgian,1933,Surrealism,1740.jpg,The light of coincidence
Rene Magritte,Belgian,1944,Surrealism,14235.jpg,The clearing
Rene Magritte,Belgian,1928,Surrealism,39798.jpg,The lovers
Rene Magritte,Belgian,1948,Surrealism,85302.jpg,A stroke of luck
Rene Magritte,Belgian,1928,Surrealism,86160.jpg,Attempting the Impossible
Rene Magritte,Belgian,1966,Surrealism,45628.jpg,The king's museum
Rene Magritte,Belgian,1927,Surrealism,101717.jpg,The end of contemplation
Rene Magritte,Belgian,1926,Surrealism,14396.jpg,The catapult of desert
Rene Magritte,Belgian,1943,Surrealism,96986.jpg,The smile 
Rene Magritte,Belgian,1926,Surrealism,70595.jpg,The conqueror
Rene Magritte,Belgian,1960,Surrealism,57587.jpg,Force of habit
Rene Magritte,Belgian,1927,Surrealism,84291.jpg,The muscles of the sky 
Rene Magritte,Belgian,1930,Surrealism,72896.jpg,Annunciation
Rene Magritte,Belgian,1958,Surrealism,56840.jpg,Harry Torczyner (Justice has been done)
Rene Magritte,Belgian,1957,Surrealism,24238.jpg,The Prepared Bouquet
Rene Magritte,Belgian,1927,Surrealism,26422.jpg,The double secret
Rene Magritte,Belgian,1928,Surrealism,78475.jpg,The Lovers
Rene Magritte,Belgian,1937,Surrealism,14538.jpg,Georgette
Rene Magritte,Belgian,1955,Surrealism,73500.jpg,The masterpiece or the mysteries of the horizon
Rene Magritte,Belgian,1928,Surrealism,102370.jpg,The familiar objects
Rene Magritte,Belgian,1937,Surrealism,54657.jpg,The white race
Rene Magritte,Belgian,1964,Surrealism,75947.jpg,This is Not an Apple
Rene Magritte,Belgian,1959,Surrealism,27883.jpg,The Castle of the Pyrenees
Rene Magritte,Belgian,1952,Surrealism,24217.jpg,The Listening Room
Rene Magritte,Belgian,1962,Surrealism,61897.jpg,Homage to Alphonse Allais
Rene Magritte,Belgian,1952,Surrealism,73788.jpg,The explanation
Rene Magritte,Belgian,1928,Surrealism,93996.jpg,The six elements
Rene Magritte,Belgian,1962,Surrealism,62827.jpg,Representation
Rene Magritte,Belgian,1958,Surrealism,49404.jpg,Clear ideas
Rene Magritte,Belgian,1959,Surrealism,58940.jpg,The Battle of the Argonne 
Rene Magritte,Belgian,1950,Surrealism,53391.jpg,The art of conversation
Rene Magritte,Belgian,1943,Surrealism,74090.jpg,The harvest
Rene Magritte,Belgian,1927,Surrealism,30179.jpg,The man of the sea
Rene Magritte,Belgian,1948,Surrealism,7294.jpg,The voice of blood
Rene Magritte,Belgian,1927,Surrealism,29693.jpg,The meaning of night
Rene Magritte,Belgian,1948,Surrealism,33731.jpg,Lola de Valence
Rene Magritte,Belgian,1953,Surrealism,51933.jpg,The seducer
Rene Magritte,Belgian,1936,Surrealism,63439.jpg,The Key to the Fields
Rene Magritte,Belgian,1948,Surrealism,66845.jpg,Pure reason
Rene Magritte,Belgian,1927,Surrealism,74096.jpg,The reckless sleeper
Rene Magritte,Belgian,1965,Surrealism,48721.jpg,Cicero
Rene Magritte,Belgian,1947,Surrealism,21047.jpg,Night of love
Rene Magritte,Belgian,1954,Surrealism,86746.jpg,The empire of lights
Rene Magritte,Belgian,1960,Surrealism,9403.jpg,The Postcard
Rene Magritte,Belgian,1943,Surrealism,63101.jpg,The fire
Rene Magritte,Belgian,1937,Surrealism,32739.jpg,The therapeutist
Rene Magritte,Belgian,1957,Surrealism,29352.jpg,Territory
Rene Magritte,Belgian,1950,Surrealism,27570.jpg,The art of conversation
Rene Magritte,Belgian,1949,Surrealism,54265.jpg,Perspective: Madame Recamier by David
Rene Magritte,Belgian,1920,Post-Impressionism,54914.jpg,Portrait of Pierre Bourgeois
Rene Magritte,Belgian,1928,Surrealism,66874.jpg,Secret Life IV
Rene Magritte,Belgian,1927,Surrealism,74308.jpg,A taste of the invisible
Rene Magritte,Belgian,1966,Surrealism,99833.jpg,The Pilgrim
Rene Magritte,Belgian,1950,Surrealism,5289.jpg,The hesitation waltz
Rene Magritte,Belgian,1950,Surrealism,35068.jpg,Mental complacency
Rene Magritte,Belgian,1940,Surrealism,89480.jpg,Plain of Air
Rene Magritte,Belgian,1948,Surrealism,15730.jpg,Titania
Rene Magritte,Belgian,1928,Surrealism,12818.jpg,The delights of landscape
Rene Magritte,Belgian,1950,Surrealism,23507.jpg,Fashionable people
Rene Magritte,Belgian,1948,Surrealism,32322.jpg,Freedom of Mind
Rene Magritte,Belgian,1928,Surrealism,15141.jpg,The disguised symbol
Rene Magritte,Belgian,1955,Surrealism,43636.jpg,The spot on the map
Rene Magritte,Belgian,1925,Art Deco,52456.jpg,Bather
Rene Magritte,Belgian,1928,Surrealism,62157.jpg,The Perfume of the Abyss
Rene Magritte,Belgian,1966,Surrealism,19952.jpg,The happy donor
Rene Magritte,Belgian,1948,Surrealism,97526.jpg,The ellipse
Rene Magritte,Belgian,1939,Surrealism,92280.jpg,The marches of summer
Rene Magritte,Belgian,1932,Surrealism,69701.jpg,A storm
Rene Magritte,Belgian,1963,Surrealism,84382.jpg,The search for truth
Rene Magritte,Belgian,1962,Surrealism,90746.jpg,High Society
Rene Magritte,Belgian,1964,Surrealism,96537.jpg,Man in a Bowler Hat
Rene Magritte,Belgian,1964,Surrealism,49293.jpg,The Son of Man
Rene Magritte,Belgian,1955,Surrealism,101745.jpg,The fanatics
Rene Magritte,Belgian,1965,Surrealism,45080.jpg,The connivance
Rene Magritte,Belgian,1925,Cubism,63535.jpg,Reclining nude
Rene Magritte,Belgian,1927,Surrealism,44997.jpg,The cultivation of Ideas
Rene Magritte,Belgian,1927,Surrealism,66944.jpg,Faraway looks
Rene Magritte,Belgian,0,Surrealism,64473.jpg,The domain of Arnheim
Rene Magritte,Belgian,1954,Surrealism,444.jpg,The empire of lights
Rene Magritte,Belgian,1946,Surrealism,22926.jpg,The Intelligence
Rene Magritte,Belgian,1966,Surrealism,72347.jpg,The promise
Rene Magritte,Belgian,1925,Surrealism,8863.jpg,Nocturne
Rene Magritte,Belgian,1948,Surrealism,8081.jpg,The Taste of Sorrow
Rene Magritte,Belgian,1927,Surrealism,102910.jpg,The comic spirit
Rene Magritte,Belgian,1932,Surrealism,12042.jpg,Act of violence
Rene Magritte,Belgian,1937,Surrealism,94165.jpg,Youth Illustrated
Rene Magritte,Belgian,1963,Surrealism,77664.jpg,The natural graces
Rene Magritte,Belgian,1954,Surrealism,16914.jpg,The great century
Rene Magritte,Belgian,1926,Surrealism,68681.jpg,Midnight marriage
Rene Magritte,Belgian,1937,Surrealism,27929.jpg,In Praise of Dialectics
Rene Magritte,Belgian,1937,Surrealism,30787.jpg,Representation
Rene Magritte,Belgian,1939,Surrealism,77696.jpg,The present
Rene Magritte,Belgian,1964,Surrealism,43573.jpg,A friend of order 
Rene Magritte,Belgian,1926,Surrealism,100463.jpg,"After the Water, the Clouds"
Rene Magritte,Belgian,1935,Surrealism,15990.jpg,Composition on a seashore
Rene Magritte,Belgian,1926,Surrealism,89659.jpg,The birth of idol
Rene Magritte,Belgian,1923,Cubism,82740.jpg,Three nudes in an interior
Rene Magritte,Belgian,1928,Surrealism,96599.jpg,Adulation of space
Rene Magritte,Belgian,1959,Surrealism,60030.jpg,The flash
Rene Magritte,Belgian,1961,Surrealism,101848.jpg,The mysterious barricades
Rene Magritte,Belgian,1935,Surrealism,45411.jpg,Portrait
Rene Magritte,Belgian,1939,Surrealism,89347.jpg,The glass house
Rene Magritte,Belgian,1935,Surrealism,44993.jpg,Perpetual motion
Rene Magritte,Belgian,1927,Surrealism,85843.jpg,Imp of the Perverse
Rene Magritte,Belgian,1926,Surrealism,92606.jpg,The sensational news
Rene Magritte,Belgian,0,Surrealism,4451.jpg,The therapeutist
Rene Magritte,Belgian,1926,Surrealism,72642.jpg,Untitled
Rene Magritte,Belgian,1938,Surrealism,38548.jpg,"Project of poster ""The center of textile workers in Belgium (celebration on 18th september)"""
Rene Magritte,Belgian,1943,Surrealism,82716.jpg,The first day
Rene Magritte,Belgian,1936,Surrealism,85750.jpg,Forbidden literature (The use of the Word) 
Rene Magritte,Belgian,1926,Surrealism,2315.jpg,A famous man
Rene Magritte,Belgian,1946,Surrealism,86331.jpg,"Soir d'orage, strange perfume by mem "
Rene Magritte,Belgian,1963,Surrealism,102981.jpg,The great table
Rene Magritte,Belgian,1923,Cubism,64626.jpg,Modern
Rene Magritte,Belgian,1952,Surrealism,89982.jpg,The blow to the heart
Rene Magritte,Belgian,1948,Post-Impressionism,11232.jpg,Pebble
Rene Magritte,Belgian,1963,Surrealism,21921.jpg,The infinite recognition 
Rene Magritte,Belgian,1934,Surrealism,61447.jpg,Homage to Mack Sennett
Rene Magritte,Belgian,1926,Surrealism,85025.jpg,Landscape
Rene Magritte,Belgian,1927,Surrealism,9483.jpg,The female thief 
Rene Magritte,Belgian,1926,Surrealism,67197.jpg,Popular panorama
Rene Magritte,Belgian,1935,Surrealism,64032.jpg,The red model
Rene Magritte,Belgian,1961,Surrealism,52820.jpg,The good season
Rene Magritte,Belgian,1931,Surrealism,37637.jpg,"Project for a mural, Norine House, Brussels"
Rene Magritte,Belgian,1963,Surrealism,60829.jpg,The big family
Rene Magritte,Belgian,1931,Surrealism,90269.jpg,"Project for a mural, Norine House, Brussels"
Rene Magritte,Belgian,1948,Surrealism,87894.jpg,Prince Charming
Rene Magritte,Belgian,1947,Surrealism,49515.jpg,The sage's carnival
Rene Magritte,Belgian,1945,Surrealism,13393.jpg,Alice in Wonderland
Rene Magritte,Belgian,1948,Surrealism,11811.jpg,Memory
Rene Magritte,Belgian,1965,Surrealism,66751.jpg,Good faith
Rene Magritte,Belgian,1930,Surrealism,51591.jpg,Portrait of E.L.T. Mesens
Rene Magritte,Belgian,1964,Surrealism,94769.jpg,The fine idea
Rene Magritte,Belgian,1925,Art Deco,12659.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1934,Surrealism,8657.jpg,Georgette Magritte
Rene Magritte,Belgian,1928,Surrealism,15782.jpg,The flood
Rene Magritte,Belgian,1925,Art Deco,58753.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1921,Cubism,24374.jpg,Bathers
Rene Magritte,Belgian,1948,Post-Impressionism,3338.jpg,Depths of pleasure
Rene Magritte,Belgian,1925,Art Deco,48945.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1960,Surrealism,15068.jpg,The tomb of the wrestlers
Rene Magritte,Belgian,1933,Surrealism,80870.jpg,Unexpected answer
Rene Magritte,Belgian,1950,Surrealism,25585.jpg,Sheherazade
Rene Magritte,Belgian,1935,Surrealism,95998.jpg,Bather between Light and Darkness
Rene Magritte,Belgian,1948,Surrealism,66453.jpg,The treachery of images (This is not a pipe)
Rene Magritte,Belgian,1950,Surrealism,36289.jpg,Sheherazade
Rene Magritte,Belgian,1942,Surrealism,34172.jpg,Early morning
Rene Magritte,Belgian,1942,Surrealism,101938.jpg,Island of Treasures
Rene Magritte,Belgian,1926,Surrealism,97799.jpg,The face of genius
Rene Magritte,Belgian,1945,Surrealism,33735.jpg,Natural encounters
Rene Magritte,Belgian,1961,Surrealism,98026.jpg,Portrait of Stephy Langui
Rene Magritte,Belgian,1928,Surrealism,822.jpg,The voice of space
Rene Magritte,Belgian,1925,Art Deco,83119.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1925,Art Deco,85927.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1950,Surrealism,57197.jpg,The wasted footsteps
Rene Magritte,Belgian,1925,Art Deco,82246.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1925,Art Deco,43232.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1938,Surrealism,80844.jpg,"Project of poster ""The center of textile workers in Belgium"""
Rene Magritte,Belgian,1925,Art Deco,17342.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1956,Surrealism,60296.jpg,The poet recompensed
Rene Magritte,Belgian,1938,Surrealism,67924.jpg,"Project of poster ""The center of textile workers in Belgium"""
Rene Magritte,Belgian,1925,Art Deco,42134.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1925,Art Deco,98159.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1956,Surrealism,1966.jpg,Anne-Marie Crowet
Rene Magritte,Belgian,1938,Surrealism,1635.jpg,"Project of poster ""The center of textile workers in Belgium (to reduce working hours)"""
Rene Magritte,Belgian,1925,Art Deco,83454.jpg,"Advertisment for ""Norine"""
Rene Magritte,Belgian,1963,Surrealism,47283.jpg,Forest of Paimpont
Rene Magritte,Belgian,1938,Surrealism,18308.jpg,"Project of poster ""The center of textile workers in Belgium"""
Rene Magritte,Belgian,1934,Surrealism,97706.jpg,Collective Invention
Rene Magritte,Belgian,1935,Surrealism,29057.jpg,The discovery of fire
Rene Magritte,Belgian,1963,Surrealism,2225.jpg,The looking glass 
Rene Magritte,Belgian,1959,Surrealism,29831.jpg,The glass key
Rene Magritte,Belgian,1927,Surrealism,83246.jpg,Young girl eating a bird (The pleasure)
Rene Magritte,Belgian,1934,Surrealism,79530.jpg,Black Magic
Rene Magritte,Belgian,1930,Surrealism,93180.jpg,The titanic days
Rene Magritte,Belgian,1955,Surrealism,36037.jpg,Memory of a journey
Rene Magritte,Belgian,1952,Surrealism,1904.jpg,Personal values
Rene Magritte,Belgian,1928,Surrealism,96803.jpg,The false mirror
Rene Magritte,Belgian,1928,Surrealism,74840.jpg,Intermission
Rene Magritte,Belgian,1951,Surrealism,30846.jpg,Pandora's Box
Rene Magritte,Belgian,1939,Surrealism,9108.jpg,The Ladder Of Fire
Rene Magritte,Belgian,1952,Surrealism,60009.jpg,Memory of a Voyage
Rene Magritte,Belgian,1948,Surrealism,81800.jpg,The song of love
Rene Magritte,Belgian,1937,Surrealism,17960.jpg,Not to be reproduced
Rene Magritte,Belgian,1928,Surrealism,20884.jpg,The heart of the matter
Rene Magritte,Belgian,1946,Surrealism,94099.jpg,The sea of flames
Rene Magritte,Belgian,1944,Surrealism,13143.jpg,Favorable omens
Rene Magritte,Belgian,1948,Post-Impressionism,90203.jpg,The staging post
Rene Magritte,Belgian,1948,Surrealism,17080.jpg,Jean-Marie
Rene Magritte,Belgian,1926,Surrealism,74428.jpg,Threshold of forest
Rene Magritte,Belgian,0,Surrealism,5857.jpg,Souvenir from travels
Rene Magritte,Belgian,1948,Surrealism,65213.jpg,The famine
Rene Magritte,Belgian,1965,Surrealism,30824.jpg,The great table
Rene Magritte,Belgian,1966,Surrealism,61406.jpg,The two mysteries
Rene Magritte,Belgian,1950,Surrealism,31930.jpg,The legend of the centuries
Rene Magritte,Belgian,1948,Surrealism,102422.jpg,The imaginative faculty
Rene Magritte,Belgian,1944,Surrealism,81214.jpg,The domain of Arnheim
Rene Magritte,Belgian,1965,Surrealism,69181.jpg,Spring
Rene Magritte,Belgian,1925,Art Deco,57569.jpg,Blue cinema
Rene Magritte,Belgian,1948,Surrealism,68634.jpg,The psychologist
Rene Magritte,Belgian,1953,Surrealism,24019.jpg,The seducer
Rene Magritte,Belgian,1946,Surrealism,83525.jpg,The taste of tears
Rene Magritte,Belgian,1947,Surrealism,38743.jpg,The fair captive
Rene Magritte,Belgian,1962,Surrealism,47640.jpg,The philosophy in the bedroom 
Rene Magritte,Belgian,1923,Cubism,50893.jpg,Georgette at the Piano
Rene Magritte,Belgian,1923,Cubism,58368.jpg,Self portrait
Rene Magritte,Belgian,1947,Surrealism,19314.jpg,The triumphant march
Rene Magritte,Belgian,1948,Surrealism,5057.jpg,The voice of blood
Rene Magritte,Belgian,1948,Surrealism,14151.jpg,The mark 
Rene Magritte,Belgian,1943,Surrealism,79540.jpg,Call of peaks
Rene Magritte,Belgian,1948,Surrealism,63550.jpg,The drop of water
Rene Magritte,Belgian,1948,Surrealism,10824.jpg,Rape 
Rene Magritte,Belgian,1922,Cubism,30190.jpg,The model
Rene Magritte,Belgian,1933,Surrealism,87408.jpg,Elective Affinities
Rene Magritte,Belgian,1947,Surrealism,98782.jpg,The tow plug 
Rene Magritte,Belgian,1949,Surrealism,61156.jpg,Elementary cosmogony
Rene Magritte,Belgian,1964,Surrealism,69741.jpg,Fine realities
Rene Magritte,Belgian,1928,Surrealism,2406.jpg,The empty mask
Rene Magritte,Belgian,1927,Surrealism,50317.jpg,One night museum
